SampleID	Sex	ID	Population	Sub-population	Cohort
HGDP01331	male	NA	EAS	She	Human_Genome_Diversity_Project
HGDP01301	male	NA	SAS	Uygur	Human_Genome_Diversity_Project
HGDP01336	female	NA	EAS	She	Human_Genome_Diversity_Project
HGDP01332	male	NA	EAS	She	Human_Genome_Diversity_Project
HGDP01305	female	NA	SAS	Uygur	Human_Genome_Diversity_Project
HGDP01337	male	NA	EAS	Naxi	Human_Genome_Diversity_Project
HGDP01317	male	NA	EAS	Lahu	Human_Genome_Diversity_Project
HGDP01313	male	NA	EAS	Dai	Human_Genome_Diversity_Project
HGDP01386	female	NA	EUR	Adygei	Human_Genome_Diversity_Project
HGDP01318	male	NA	EAS	Lahu	Human_Genome_Diversity_Project
HGDP01398	female	NA	EUR	Adygei	Human_Genome_Diversity_Project
HGDP01243	male	NA	EAS	Xibo	Human_Genome_Diversity_Project
HGDP01362	male	NA	EUR	Basque	Human_Genome_Diversity_Project
HGDP01248	male	NA	EAS	Xibo	Human_Genome_Diversity_Project
HGDP01367	female	NA	EUR	Basque	Human_Genome_Diversity_Project
HGDP01293	male	NA	EAS	Northern_Han	Human_Genome_Diversity_Project
HGDP01273	female	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP01300	male	NA	SAS	Uygur	Human_Genome_Diversity_Project
HGDP01348	male	NA	EAS	Tu	Human_Genome_Diversity_Project
HGDP01382	female	NA	EUR	Adygei	Human_Genome_Diversity_Project
HGDP01387	female	NA	EUR	Adygei	Human_Genome_Diversity_Project
HGDP01399	female	NA	EUR	Adygei	Human_Genome_Diversity_Project
HGDP01363	female	NA	EUR	Basque	Human_Genome_Diversity_Project
HGDP01368	female	NA	EUR	Basque	Human_Genome_Diversity_Project
HGDP01370	male	NA	EUR	Basque	Human_Genome_Diversity_Project
HGDP01349	male	NA	EAS	Tu	Human_Genome_Diversity_Project
HGDP01351	male	NA	EAS	Tu	Human_Genome_Diversity_Project
HGDP01356	female	NA	EAS	Tu	Human_Genome_Diversity_Project
HGDP01419	male	NA	AFR	Bantu_Kenya	Human_Genome_Diversity_Project
HGDP01375	male	NA	EUR	Basque	Human_Genome_Diversity_Project
HGDP01406	male	NA	AFR	Bantu_Kenya	Human_Genome_Diversity_Project
HGDP01413	male	NA	AFR	Bantu_Kenya	Human_Genome_Diversity_Project
HGDP01418	male	NA	AFR	Bantu_Kenya	Human_Genome_Diversity_Project
abh100	male	SAMEA3302693	EUR	Abkhasian	Simons_Genome_Diversity_Project
abh107	male	SAMEA3302655	EUR	Abkhasian	Simons_Genome_Diversity_Project
ALB212	female	SAMEA3302780	EUR	Albanian	Simons_Genome_Diversity_Project
Ale14	female	SAMEA3302889	CAS	Tlingit	Simons_Genome_Diversity_Project
Ale20	female	SAMEA3302642	CAS	Aleut	Simons_Genome_Diversity_Project
Ale22	male	SAMEA3302773	CAS	Aleut	Simons_Genome_Diversity_Project
Ale32	male	SAMEA3302853	CAS	Tlingit	Simons_Genome_Diversity_Project
altai363p	male	SAMEA3302753	CAS	Altaian	Simons_Genome_Diversity_Project
armenia293	male	SAMEA3302624	EUR	Armenian	Simons_Genome_Diversity_Project
Armenian222	male	SAMEA3302672	EUR	Armenian	Simons_Genome_Diversity_Project
AV-21	female	SAMEA3302765	EUR	Crete	Simons_Genome_Diversity_Project
Ayodo_430C	male	SAMEA3302868	AFR	Luo	Simons_Genome_Diversity_Project
Ayodo_502C	female	SAMEA3302810	AFR	Luo	Simons_Genome_Diversity_Project
Ayodo_81S	female	SAMEA3302884	AFR	Somali	Simons_Genome_Diversity_Project
B11	male	SAMEA3302829	SAS	Brahmin	Simons_Genome_Diversity_Project
B17	male	SAMEA3302645	SAS	Brahmin	Simons_Genome_Diversity_Project
Bishkek28439	female	SAMEA3302768	CAS	Kyrgyz	Simons_Genome_Diversity_Project
Bishkek28440	male	SAMEA3302717	CAS	Kyrgyz	Simons_Genome_Diversity_Project
Bu16	male	SAMEA3302895	EAS	Burmese	Simons_Genome_Diversity_Project
Bu5	male	SAMEA3302692	EAS	Burmese	Simons_Genome_Diversity_Project
BulgarianB4	male	SAMEA3302718	EUR	Bulgarian	Simons_Genome_Diversity_Project
BulgarianC1	male	SAMEA3302842	EUR	Bulgarian	Simons_Genome_Diversity_Project
ch113	male	SAMEA3302820	EUR	Chechen	Simons_Genome_Diversity_Project
CHI-007	male	SAMEA3302663	EAS	Thai	Simons_Genome_Diversity_Project
CHI-034	female	SAMEA3302826	EAS	Thai	Simons_Genome_Diversity_Project
DNK05	male	SAMEA3302668	AFR	Dinka	Simons_Genome_Diversity_Project
DNK07	male	SAMEA3302733	AFR	Dinka	Simons_Genome_Diversity_Project
DNK11	male	SAMEA3302792	AFR	Dinka	Simons_Genome_Diversity_Project
Dus16	female	SAMEA3302759	OCN	Dusun	Simons_Genome_Diversity_Project
Dus22	female	SAMEA3302688	OCN	Dusun	Simons_Genome_Diversity_Project
Esk29	male	SAMEA3302660	CAS	Eskimo_Chaplin	Simons_Genome_Diversity_Project
Est375	male	SAMEA3302735	EUR	Estonian	Simons_Genome_Diversity_Project
Est400	male	SAMEA3302679	EUR	Estonian	Simons_Genome_Diversity_Project
I1	male	SAMEA3302610	SAS	Irula	Simons_Genome_Diversity_Project
I3	male	SAMEA3302742	SAS	Irula	Simons_Genome_Diversity_Project
Igor20	female	SAMEA3302724	OCN	Igorot	Simons_Genome_Diversity_Project
Igor21	male	SAMEA3302696	OCN	Igorot	Simons_Genome_Diversity_Project
IHW9118	female	SAMEA3302719	OCN	Australian	Simons_Genome_Diversity_Project
IHW9193	male	SAMEA3302681	OCN	Australian	Simons_Genome_Diversity_Project
iran11	male	SAMEA3302612	EUR	Iranian	Simons_Genome_Diversity_Project
iran17	male	SAMEA3302874	EUR	Iranian	Simons_Genome_Diversity_Project
IraqiJew1771	female	SAMEA3302747	EUR	Iraqi_Jew	Simons_Genome_Diversity_Project
IraqiJew4291	male	SAMEA3302705	EUR	Iraqi_Jew	Simons_Genome_Diversity_Project
Jordan214	male	SAMEA3302729	EUR	Jordanian	Simons_Genome_Diversity_Project
Jordan445	male	SAMEA3302887	EUR	Jordanian	Simons_Genome_Diversity_Project
Jordan603	male	SAMEA3302675	EUR	Jordanian	Simons_Genome_Diversity_Project
K1	male	SAMEA3302633	SAS	Kapu	Simons_Genome_Diversity_Project
K4	male	SAMEA3302839	SAS	Kapu	Simons_Genome_Diversity_Project
Kayseri23827	male	SAMEA3302750	EUR	Turkish	Simons_Genome_Diversity_Project
Kayseri24424	female	SAMEA3302809	EUR	Turkish	Simons_Genome_Diversity_Project
KD4	male	SAMEA3302861	SAS	Khonda_Dora	Simons_Genome_Diversity_Project
Kor82	female	SAMEA3302806	CAS	Itelman	Simons_Genome_Diversity_Project
Kusunda02	male	SAMEA3302819	SAS	Kusunda	Simons_Genome_Diversity_Project
Kusunda15	male	SAMEA3302911	SAS	Kusunda	Simons_Genome_Diversity_Project
lez42	male	SAMEA3302843	EUR	Lezgin	Simons_Genome_Diversity_Project
lez49	male	SAMEA3302664	EUR	Lezgin	Simons_Genome_Diversity_Project
M4	male	SAMEA3302834	SAS	Madiga	Simons_Genome_Diversity_Project
Mansi41	female	SAMEA3302654	CAS	Mansi	Simons_Genome_Diversity_Project
Mansi79	male	SAMEA3302762	CAS	Mansi	Simons_Genome_Diversity_Project
mg27	male	SAMEA3302808	EUR	Georgian	Simons_Genome_Diversity_Project
mg31	male	SAMEA3302838	EUR	Georgian	Simons_Genome_Diversity_Project
mixa0099	male	SAMEA3302618	AMR	Mixtec	Simons_Genome_Diversity_Project
mixa0105	female	SAMEA3302811	AMR	Mixtec	Simons_Genome_Diversity_Project
mixe0002	female	SAMEA3302796	AMR	Mixe	Simons_Genome_Diversity_Project
mixe0007	female	SAMEA3302697	AMR	Mixe	Simons_Genome_Diversity_Project
mixe0042	female	SAMEA3302723	AMR	Mixe	Simons_Genome_Diversity_Project
NA00726	female	SAMEA3302891	EAS	Korean	Simons_Genome_Diversity_Project
NA11200	male	SAMEA3302848	AMR	Quechua	Simons_Genome_Diversity_Project
NA11201	female	SAMEA3302896	AMR	Quechua	Simons_Genome_Diversity_Project
NA13604	male	SAMEA3302745	EAS	Atayal	Simons_Genome_Diversity_Project
NA13607	male	SAMEA3302722	EAS	Ami	Simons_Genome_Diversity_Project
NA13616	male	SAMEA3302623	EAS	Ami	Simons_Genome_Diversity_Project
NA15202	male	SAMEA3302649	EUR	Hungarian	Simons_Genome_Diversity_Project
NA15203	female	SAMEA3302678	EUR	Hungarian	Simons_Genome_Diversity_Project
NA15728	male	SAMEA3302844	SAS	Czech	Simons_Genome_Diversity_Project
NA15761	female	SAMEA3302837	EUR	Icelandic	Simons_Genome_Diversity_Project
NA15763	female	SAMEA3302859	EUR	Icelandic	Simons_Genome_Diversity_Project
NA17374	male	SAMEA3302763	EUR	Greek	Simons_Genome_Diversity_Project
NA17377	male	SAMEA3302732	EUR	Greek	Simons_Genome_Diversity_Project
NA17385	male	SAMEA3302908	OCN	Hawaiian	Simons_Genome_Diversity_Project
NA17386	male	SAMEA3302905	OCN	Maori	Simons_Genome_Diversity_Project
NA21490	male	SAMEA3302814	AFR	Masai	Simons_Genome_Diversity_Project
NA21581	male	SAMEA3302687	AFR	Masai	Simons_Genome_Diversity_Project
ND15865	male	SAMEA3302699	EUR	Polish	Simons_Genome_Diversity_Project
ND19394	male	SAMEA3302778	EAS	Korean	Simons_Genome_Diversity_Project
Nesk_22	female	SAMEA3302831	CAS	Eskimo_Naukan	Simons_Genome_Diversity_Project
Nesk_25	female	SAMEA3302856	CAS	Eskimo_Naukan	Simons_Genome_Diversity_Project
Nlk18	male	SAMEA3302752	CAS	Even	Simons_Genome_Diversity_Project
Nlk1	female	SAMEA3302715	CAS	Even	Simons_Genome_Diversity_Project
Nlk3	female	SAMEA3302720	CAS	Even	Simons_Genome_Diversity_Project
NOR111	female	SAMEA3449879	EUR	Norwegian	Simons_Genome_Diversity_Project
NorthOssetia12	male	SAMEA3302797	EUR	North_Ossetian	Simons_Genome_Diversity_Project
NorthOssetia5	male	SAMEA3302698	EUR	North_Ossetian	Simons_Genome_Diversity_Project
Peru60	female	SAMEA3302709	AMR	Quechua	Simons_Genome_Diversity_Project
R3	male	SAMEA3302714	SAS	Relli	Simons_Genome_Diversity_Project
R6	male	SAMEA3302767	SAS	Relli	Simons_Genome_Diversity_Project
SA0342	female	SAMEA3302708	AFR	Khomani_San	Simons_Genome_Diversity_Project
SA0722	female	SAMEA3302800	AFR	Khomani_San	Simons_Genome_Diversity_Project
SAH31	male	SAMEA3302857	AFR	Saharawi	Simons_Genome_Diversity_Project
SAH41	male	SAMEA3302694	AFR	Saharawi	Simons_Genome_Diversity_Project
Sam02	male	SAMEA3302863	EUR	Samaritan	Simons_Genome_Diversity_Project
Sir19	male	SAMEA3302734	CAS	Chukchi	Simons_Genome_Diversity_Project
Sir26	male	SAMEA3302670	CAS	Eskimo_Sireniki	Simons_Genome_Diversity_Project
Sir40	female	SAMEA3302641	CAS	Eskimo_Sireniki	Simons_Genome_Diversity_Project
tdj409_shugnan	male	SAMEA3302901	EUR	Tajik	Simons_Genome_Diversity_Project
tdj430_shugnan	male	SAMEA3302691	EUR	Tajik	Simons_Genome_Diversity_Project
TGBS21	male	SAMEA3302784	AMR	Chane	Simons_Genome_Diversity_Project
Tuba19	female	SAMEA3302764	CAS	Tubalar	Simons_Genome_Diversity_Project
Tuba9	female	SAMEA3302781	CAS	Tubalar	Simons_Genome_Diversity_Project
TZ-11	male	SAMEA3302625	EUR	Crete	Simons_Genome_Diversity_Project
Ul31	female	SAMEA3302862	CAS	Ulchi	Simons_Genome_Diversity_Project
Ul5	female	SAMEA3302703	CAS	Ulchi	Simons_Genome_Diversity_Project
Utsa21	female	SAMEA3302875	EUR	Saami	Simons_Genome_Diversity_Project
Utsa22	male	SAMEA3302851	EUR	Saami	Simons_Genome_Diversity_Project
Y4	male	SAMEA3302740	SAS	Yadava	Simons_Genome_Diversity_Project
Y8	male	SAMEA3302725	SAS	Yadava	Simons_Genome_Diversity_Project
YemeniteJew4695	female	SAMEA3302634	EUR	Yemenite_Jew	Simons_Genome_Diversity_Project
YemeniteJew5433	male	SAMEA3302807	EUR	Yemenite_Jew	Simons_Genome_Diversity_Project
zapo0098	male	SAMEA3302744	AMR	Zapotec	Simons_Genome_Diversity_Project
zapo0099	male	SAMEA3302757	AMR	Zapotec	Simons_Genome_Diversity_Project
HG02525	female	SAME1840313	EAS	NA	1000 Genomes Project
HG02524	male	SAME1840317	EAS	NA	1000 Genomes Project
HG03249	male	SAME1839183	AFR	NA	1000 Genomes Project
HG03307	male	SAME1839509	AFR	NA	1000 Genomes Project
HG03725	male	SAME1839680	SAS	NA	1000 Genomes Project
HG03034	female	SAME1839568	AFR	NA	1000 Genomes Project
HG03650	female	SAME1839488	SAS	NA	1000 Genomes Project
HG03799	female	SAME1839944	SAS	NA	1000 Genomes Project
HG03250	female	SAME1840262	AFR	NA	1000 Genomes Project
HG03794	male	SAME1839920	SAS	NA	1000 Genomes Project
NA11882	female	SAME123210	EUR	NA	1000 Genomes Project
HG03306	female	SAME1839504	AFR	NA	1000 Genomes Project
NA12056	male	SAME123414	EUR	NA	1000 Genomes Project
NA12145	female	SAME124157	EUR	NA	1000 Genomes Project
NA12239	female	SAME123999	EUR	NA	1000 Genomes Project
HG03700	female	SAME1840010	SAS	NA	1000 Genomes Project
NA07045	female	SAME124187	EUR	NA	1000 Genomes Project
HG04127	male	SAME1839249	SAS	NA	1000 Genomes Project
HG04191	male	SAME1839897	SAS	NA	1000 Genomes Project
HG03806	male	SAME1839542	SAS	NA	1000 Genomes Project
NA19127	female	SAME125017	AFR	NA	1000 Genomes Project
NA12264	male	SAME123087	EUR	NA	1000 Genomes Project
NA19122	female	SAME125014	AFR	NA	1000 Genomes Project
NA18852	female	SAME124732	AFR	NA	1000 Genomes Project
NA19203	male	SAME122988	AFR	NA	1000 Genomes Project
NA19140	female	SAME124608	AFR	NA	1000 Genomes Project
NA19176	female	SAME124416	AFR	NA	1000 Genomes Project
HG01068	female	SAME122826	AMR	NA	1000 Genomes Project
HG02302	male	SAME124279	AMR	NA	1000 Genomes Project
HG02569	male	SAME1839892	AFR	NA	1000 Genomes Project
HG03033	male	SAME1839566	AFR	NA	1000 Genomes Project
HG02869	male	SAME1839184	AFR	NA	1000 Genomes Project
HG03454	male	SAME1839764	AFR	NA	1000 Genomes Project
HG02965	male	SAME1840116	AFR	NA	1000 Genomes Project
HG03312	female	SAME1839209	AFR	NA	1000 Genomes Project
HG03699	male	SAME1840153	SAS	NA	1000 Genomes Project
HG03618	male	SAME1840062	SAS	NA	1000 Genomes Project
HG03721	female	SAME1839659	SAS	NA	1000 Genomes Project
HG03682	male	SAME1840323	SAS	NA	1000 Genomes Project
HG03639	male	SAME1839603	SAS	NA	1000 Genomes Project
HG03574	male	SAME1839229	AFR	NA	1000 Genomes Project
HG03487	male	SAME1839480	SAS	NA	1000 Genomes Project
HG03904	female	SAME1839501	SAS	NA	1000 Genomes Project
HG04135	female	SAME1839305	SAS	NA	1000 Genomes Project
HG04147	female	SAME1839116	SAS	NA	1000 Genomes Project
HG03797	male	SAME1839931	SAS	NA	1000 Genomes Project
HG03761	male	SAME1839114	SAS	NA	1000 Genomes Project
NA12343	female	SAME125156	EUR	NA	1000 Genomes Project
NA07031	female	SAME122860	EUR	NA	1000 Genomes Project
NA07055	female	SAME124767	EUR	NA	1000 Genomes Project
NA07435	male	SAME124342	EUR	NA	1000 Genomes Project
NA12057	female	SAME123415	EUR	NA	1000 Genomes Project
NA12146	male	SAME124158	EUR	NA	1000 Genomes Project
HG04132	female	SAME1839287	SAS	NA	1000 Genomes Project
HG04149	male	SAME1839120	SAS	NA	1000 Genomes Project
NA07022	male	SAME125336	EUR	NA	1000 Genomes Project
NA07034	male	SAME122863	EUR	NA	1000 Genomes Project
HG04192	female	SAME1839902	SAS	NA	1000 Genomes Project
HG02762	male	SAME1839258	AFR	NA	1000 Genomes Project
NA11917	male	SAME122838	EUR	NA	1000 Genomes Project
NA19128	male	SAME125022	AFR	NA	1000 Genomes Project
NA18913	male	SAME123403	AFR	NA	1000 Genomes Project
HG02964	female	SAME1840122	AFR	NA	1000 Genomes Project
NA19101	male	SAME123955	AFR	NA	1000 Genomes Project
HG03309	female	SAME1839520	AFR	NA	1000 Genomes Project
NA18855	female	SAME124735	AFR	NA	1000 Genomes Project
NA18862	male	SAME125118	AFR	NA	1000 Genomes Project
HG03373	male	SAME1839720	AFR	NA	1000 Genomes Project
NA19226	male	SAME125219	AFR	NA	1000 Genomes Project
HG03929	male	SAME1839046	SAS	NA	1000 Genomes Project
NA11839	male	SAME124555	EUR	NA	1000 Genomes Project
NA11891	male	SAME123046	EUR	NA	1000 Genomes Project
NA12248	male	SAME125372	EUR	NA	1000 Genomes Project
NA12274	male	SAME125249	EUR	NA	1000 Genomes Project
NA12875	female	SAME123390	EUR	NA	1000 Genomes Project
NA06993	male	SAME124934	EUR	NA	1000 Genomes Project
NA07345	female	SAME123570	EUR	NA	1000 Genomes Project
HG04150	female	SAME1840289	SAS	NA	1000 Genomes Project
HG04174	female	SAME1839982	SAS	NA	1000 Genomes Project
NA18859	male	SAME124731	AFR	NA	1000 Genomes Project
NA12236	female	SAMEA6604124	EUR	NA	1000 Genomes Project
HGDP01036	Genomic_from_cell_lines	NA	AFR	Namibia	Human_Genome_Diversity_Project
HGDP01286	Genomic_from_cell_lines	NA	AFR	Senegal	Human_Genome_Diversity_Project
HGDP00982	Genomic_from_cell_lines	NA	AFR	Congo	Human_Genome_Diversity_Project
HGDP00936	Genomic_from_cell_lines	NA	AFR	Nigeria	Human_Genome_Diversity_Project
HGDP01015	Genomic_from_cell_lines	NA	AMR	Brazil	Human_Genome_Diversity_Project
HGDP01308	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP00775	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01076	Genomic_from_cell_lines	NA	EUR	Italy	Human_Genome_Diversity_Project
HGDP01028	Genomic_from_cell_lines	NA	AFR	BotswanaOrNamibia	Human_Genome_Diversity_Project
HGDP01035	Genomic_from_cell_lines	NA	AFR	BotswanaOrNamibia	Human_Genome_Diversity_Project
HGDP01417	Genomic_from_cell_lines	NA	AFR	Kenya	Human_Genome_Diversity_Project
HGDP01414	Genomic_from_cell_lines	NA	AFR	Kenya	Human_Genome_Diversity_Project
HGDP01030	Genomic_from_cell_lines	NA	AFR	BotswanaOrNamibia	Human_Genome_Diversity_Project
HGDP01034	Genomic_from_cell_lines	NA	AFR	BotswanaOrNamibia	Human_Genome_Diversity_Project
HGDP00457	Genomic_from_cell_lines	NA	AFR	Central_African_Republic	Human_Genome_Diversity_Project
HGDP00461	Genomic_from_cell_lines	NA	AFR	Central_African_Republic	Human_Genome_Diversity_Project
HGDP00991	Genomic_from_cell_lines	NA	AFR	Namibia	Human_Genome_Diversity_Project
HGDP00987	Genomic_from_cell_lines	NA	AFR	Namibia	Human_Genome_Diversity_Project
HGDP01032	Genomic_from_cell_lines	NA	AFR	Namibia	Human_Genome_Diversity_Project
HGDP01199	Genomic_from_cell_lines	NA	AFR	Senegal	Human_Genome_Diversity_Project
HGDP00915	Genomic_from_cell_lines	NA	AFR	Senegal	Human_Genome_Diversity_Project
HGDP00474	Genomic_from_cell_lines	NA	AFR	Congo	Human_Genome_Diversity_Project
HGDP00476	Genomic_from_cell_lines	NA	AFR	Congo	Human_Genome_Diversity_Project
HGDP00449	Genomic_from_cell_lines	NA	AFR	Congo	Human_Genome_Diversity_Project
HGDP01253	Genomic_from_cell_lines	NA	AFR	Algeria	Human_Genome_Diversity_Project
HGDP01274	Genomic_from_cell_lines	NA	AFR	Algeria	Human_Genome_Diversity_Project
HGDP00928	Genomic_from_cell_lines	NA	AFR	Nigeria	Human_Genome_Diversity_Project
HGDP00932	Genomic_from_cell_lines	NA	AFR	Nigeria	Human_Genome_Diversity_Project
HGDP01012	Genomic_from_cell_lines	NA	AMR	Brazil	Human_Genome_Diversity_Project
HGDP01018	Genomic_from_cell_lines	NA	AMR	Brazil	Human_Genome_Diversity_Project
HGDP00855	Genomic_from_cell_lines	NA	AMR	Mexico	Human_Genome_Diversity_Project
HGDP00857	Genomic_from_cell_lines	NA	AMR	Mexico	Human_Genome_Diversity_Project
HGDP00702	Genomic_from_cell_lines	NA	AMR	Colombia	Human_Genome_Diversity_Project
HGDP01047	Genomic_from_cell_lines	NA	AMR	Mexico	Human_Genome_Diversity_Project
HGDP01044	Genomic_from_cell_lines	NA	AMR	Mexico	Human_Genome_Diversity_Project
HGDP00846	Genomic_from_cell_lines	NA	AMR	Brazil	Human_Genome_Diversity_Project
HGDP00852	Genomic_from_cell_lines	NA	AMR	Brazil	Human_Genome_Diversity_Project
HGDP01228	Genomic_from_cell_lines	NA	CAS	China	Human_Genome_Diversity_Project
HGDP01223	Genomic_from_cell_lines	NA	CAS	China	Human_Genome_Diversity_Project
HGDP00956	Genomic_from_cell_lines	NA	CAS	Russia	Human_Genome_Diversity_Project
HGDP00951	Genomic_from_cell_lines	NA	CAS	Russia	Human_Genome_Diversity_Project
HGDP00717	Genomic_from_cell_lines	NA	EAS	Cambodia	Human_Genome_Diversity_Project
HGDP00713	Genomic_from_cell_lines	NA	EAS	Cambodia	Human_Genome_Diversity_Project
HGDP01314	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01312	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01315	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP00783	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP00785	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01240	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01242	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP00749	Genomic_from_cell_lines	NA	EAS	Japan	Human_Genome_Diversity_Project
HGDP00773	Genomic_from_cell_lines	NA	EAS	Japan	Human_Genome_Diversity_Project
HGDP01323	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01320	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01191	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01198	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01338	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01344	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01345	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01211	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01335	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01333	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01350	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01355	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01095	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01098	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01306	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01297	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01250	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01246	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01179	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP01188	Genomic_from_cell_lines	NA	EAS	China	Human_Genome_Diversity_Project
HGDP00660	Genomic_from_cell_lines	NA	OCN	PapuaNewGuinea	Human_Genome_Diversity_Project
HGDP00656	Genomic_from_cell_lines	NA	OCN	PapuaNewGuinea	Human_Genome_Diversity_Project
HGDP00552	Genomic_from_cell_lines	NA	OCN	PapuaNewGuinea	Human_Genome_Diversity_Project
HGDP00554	Genomic_from_cell_lines	NA	OCN	PapuaNewGuinea	Human_Genome_Diversity_Project
HGDP00548	Genomic_from_cell_lines	NA	OCN	PapuaNewGuinea	Human_Genome_Diversity_Project
HGDP00090	Genomic_from_cell_lines	NA	SAS	Pakistan	Human_Genome_Diversity_Project
HGDP00058	Genomic_from_cell_lines	NA	SAS	Pakistan	Human_Genome_Diversity_Project
HGDP00027	Genomic_from_cell_lines	NA	SAS	Pakistan	Human_Genome_Diversity_Project
HGDP00019	Genomic_from_cell_lines	NA	SAS	Pakistan	Human_Genome_Diversity_Project
